field,geography,year,dataType,nMissing,fractionMissing,isMedian,isTotal,isHousehold,isFamily
x2013_Census_highest_qualification_15_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Doctorate_Degree, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_highest_qualification_15_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Overseas_Secondary_School_Qualification, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_highest_qualification_15_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_stated, Region,2013, Int64,0,0, false, true, false, false
x2013_Census_highest_qualification_15_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Not_Elsewhere_Included_17_, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_highest_qualification_15_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people, Region,2013, Int64,0,0, false, true, false, false
x2006_Census_study_participation_18_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Full_time_Study_19_, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_study_participation_18_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Part_time_Study_20_, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_study_participation_18_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Full_time_and_Part_time_Study, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_study_participation_18_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Not_Studying, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_study_participation_18_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_stated, Region,2006, Int64,0,0, false, true, false, false
x2006_Census_study_participation_18_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Not_stated, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_study_participation_18_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people, Region,2006, Int64,0,0, false, true, false, false
x2013_Census_study_participation_18_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Full_time_Study_19_, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_study_participation_18_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Part_time_Study_20_, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_study_participation_18_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Full_time_and_Part_time_Study, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_study_participation_18_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Not_Studying, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_study_participation_18_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_stated, Region,2013, Int64,0,0, false, true, false, false
x2013_Census_study_participation_18_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Not_stated, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_study_participation_18_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people, Region,2013, Int64,0,0, false, true, false, false
x2001_Census_total_personal_income_grouped_21_22_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_5000_or_Less, Region,2001, Int64,0,0, false, true, false, false
x2001_Census_total_personal_income_grouped_21_22_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_5001_10000, Region,2001, Int64,0,0, false, true, false, false
x2001_Census_total_personal_income_grouped_21_22_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_10001_20000, Region,2001, Int64,0,0, false, true, false, false
x2001_Census_total_personal_income_grouped_21_22_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_20001_30000, Region,2001, Int64,0,0, false, true, false, false
x2001_Census_total_personal_income_grouped_21_22_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_30001_50000, Region,2001, Int64,0,0, false, true, false, false
x2001_Census_total_personal_income_grouped_21_22_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_50001_or_More, Region,2001, Int64,0,0, false, true, false, false
x2001_Census_total_personal_income_grouped_21_22_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_stated, Region,2001, Int64,0,0, false, true, false, false
x2001_Census_total_personal_income_grouped_21_22_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Not_stated, Region,2001, Int64,0,0, false, true, false, false
x2001_Census_total_personal_income_grouped_21_22_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people, Region,2001, Int64,0,0, false, true, false, false
x2001_Census_total_personal_income_grouped_21_22_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Median_personal_income_23_27_, Region,2001, Int64,0,0, true, true, false, false
x2006_Census_total_personal_income_grouped_21_22_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_5000_or_Less, Region,2006, Int64,0,0, false, true, false, false
x2006_Census_total_personal_income_grouped_21_22_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_5001_10000, Region,2006, Int64,0,0, false, true, false, false
x2006_Census_total_personal_income_grouped_21_22_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_10001_20000, Region,2006, Int64,0,0, false, true, false, false
x2006_Census_total_personal_income_grouped_21_22_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_20001_30000, Region,2006, Int64,0,0, false, true, false, false
x2006_Census_total_personal_income_grouped_21_22_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_30001_50000, Region,2006, Int64,0,0, false, true, false, false
x2006_Census_total_personal_income_grouped_21_22_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_50001_or_More, Region,2006, Int64,0,0, false, true, false, false
x2006_Census_total_personal_income_grouped_21_22_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_stated, Region,2006, Int64,0,0, false, true, false, false
x2006_Census_total_personal_income_grouped_21_22_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Not_stated, Region,2006, Int64,0,0, false, true, false, false
x2006_Census_total_personal_income_grouped_21_22_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people, Region,2006, Int64,0,0, false, true, false, false
x2006_Census_total_personal_income_grouped_21_22_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Median_personal_income_23_27_, Region,2006, Int64,0,0, true, true, false, false
x2013_Census_total_personal_income_grouped_21_22_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_5000_or_Less, Region,2013, Int64,0,0, false, true, false, false
x2013_Census_total_personal_income_grouped_21_22_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_5001_10000, Region,2013, Int64,0,0, false, true, false, false
x2013_Census_total_personal_income_grouped_21_22_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_10001_20000, Region,2013, Int64,0,0, false, true, false, false
x2013_Census_total_personal_income_grouped_21_22_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_20001_30000, Region,2013, Int64,0,0, false, true, false, false
x2013_Census_total_personal_income_grouped_21_22_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_30001_50000, Region,2013, Int64,0,0, false, true, false, false
x2013_Census_total_personal_income_grouped_21_22_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_50001_or_More, Region,2013, Int64,0,0, false, true, false, false
x2013_Census_total_personal_income_grouped_21_22_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_stated, Region,2013, Int64,0,0, false, true, false, false
x2013_Census_total_personal_income_grouped_21_22_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Not_stated, Region,2013, Int64,0,0, false, true, false, false
x2013_Census_total_personal_income_grouped_21_22_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people, Region,2013, Int64,0,0, false, true, false, false
x2013_Census_total_personal_income_grouped_21_22_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Median_personal_income_23_27_, Region,2013, Int64,0,0, true, true, false, false
x2001_Census_sources_of_personal_income_24_25_26_for_the_census_usually_resident_population_count_aged_15_years_and_over_Wages_Salary_Commissions_Bonuses_etc, Region,2001, Int64,0,0, false, false, false, false
x2001_Census_sources_of_personal_income_24_25_26_for_the_census_usually_resident_population_count_aged_15_years_and_over_Self_employment_or_Business, Region,2001, Int64,0,0, false, false, false, false
x2001_Census_sources_of_personal_income_24_25_26_for_the_census_usually_resident_population_count_aged_15_years_and_over_Interest_Dividends_Rent_Other_Invest_, Region,2001, Int64,0,0, false, false, false, false
x2001_Census_sources_of_personal_income_24_25_26_for_the_census_usually_resident_population_count_aged_15_years_and_over_Payments_from_a_Work_Accident_Insurer, Region,2001, Int64,0,0, false, false, false, false
x2001_Census_sources_of_personal_income_24_25_26_for_the_census_usually_resident_population_count_aged_15_years_and_over_NZ_Superannuation_or_Veterans_Pension, Region,2001, Int64,0,0, false, false, false, false
x2001_Census_sources_of_personal_income_24_25_26_for_the_census_usually_resident_population_count_aged_15_years_and_over_Other_Super_Pensions_Annuities, Region,2001, Int64,0,0, false, false, false, false
x2001_Census_sources_of_personal_income_24_25_26_for_the_census_usually_resident_population_count_aged_15_years_and_over_Unemployment_Benefit, Region,2001, Int64,0,0, false, false, false, false
x2001_Census_sources_of_personal_income_24_25_26_for_the_census_usually_resident_population_count_aged_15_years_and_over_Sickness_Benefit, Region,2001, Int64,0,0, false, false, false, false
x2001_Census_sources_of_personal_income_24_25_26_for_the_census_usually_resident_population_count_aged_15_years_and_over_Domestic_Purposes_Benefit, Region,2001, Int64,0,0, false, false, false, false
x2001_Census_sources_of_personal_income_24_25_26_for_the_census_usually_resident_population_count_aged_15_years_and_over_Invalids_Benefit, Region,2001, Int64,0,0, false, false, false, false
x2001_Census_sources_of_personal_income_24_25_26_for_the_census_usually_resident_population_count_aged_15_years_and_over_Student_Allowance, Region,2001, Int64,0,0, false, false, false, false
x2001_Census_sources_of_personal_income_24_25_26_for_the_census_usually_resident_population_count_aged_15_years_and_over_Other_Govt_Benefits_Payments_or_Pension, Region,2001, Int64,0,0, false, false, false, false
x2001_Census_sources_of_personal_income_24_25_26_for_the_census_usually_resident_population_count_aged_15_years_and_over_Other_Sources_of_Income, Region,2001, Int64,0,0, false, false, false, false
x2001_Census_sources_of_personal_income_24_25_26_for_the_census_usually_resident_population_count_aged_15_years_and_over_No_Source_of_Income_During_That_Time, Region,2001, Int64,0,0, false, false, false, false
x2001_Census_sources_of_personal_income_24_25_26_for_the_census_usually_resident_population_count_aged_15_years_and_over_Total_people_Stated, Region,2001, Int64,0,0, false, true, false, false
x2001_Census_sources_of_personal_income_24_25_26_for_the_census_usually_resident_population_count_aged_15_years_and_over_Not_stated, Region,2001, Int64,0,0, false, false, false, false
x2001_Census_sources_of_personal_income_24_25_26_for_the_census_usually_resident_population_count_aged_15_years_and_over_Total_people, Region,2001, Int64,0,0, false, true, false, false
x2006_Census_sources_of_personal_income_24_25_26_for_the_census_usually_resident_population_count_aged_15_years_and_over_Wages_Salary_Commissions_Bonuses_etc, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_sources_of_personal_income_24_25_26_for_the_census_usually_resident_population_count_aged_15_years_and_over_Self_employment_or_Business, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_sources_of_personal_income_24_25_26_for_the_census_usually_resident_population_count_aged_15_years_and_over_Interest_Dividends_Rent_Other_Invest_, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_sources_of_personal_income_24_25_26_for_the_census_usually_resident_population_count_aged_15_years_and_over_Payments_from_a_Work_Accident_Insurer, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_sources_of_personal_income_24_25_26_for_the_census_usually_resident_population_count_aged_15_years_and_over_NZ_Superannuation_or_Veterans_Pension, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_sources_of_personal_income_24_25_26_for_the_census_usually_resident_population_count_aged_15_years_and_over_Other_Super_Pensions_Annuities, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_sources_of_personal_income_24_25_26_for_the_census_usually_resident_population_count_aged_15_years_and_over_Unemployment_Benefit, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_sources_of_personal_income_24_25_26_for_the_census_usually_resident_population_count_aged_15_years_and_over_Sickness_Benefit, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_sources_of_personal_income_24_25_26_for_the_census_usually_resident_population_count_aged_15_years_and_over_Domestic_Purposes_Benefit, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_sources_of_personal_income_24_25_26_for_the_census_usually_resident_population_count_aged_15_years_and_over_Invalids_Benefit, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_sources_of_personal_income_24_25_26_for_the_census_usually_resident_population_count_aged_15_years_and_over_Student_Allowance, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_sources_of_personal_income_24_25_26_for_the_census_usually_resident_population_count_aged_15_years_and_over_Other_Govt_Benefits_Payments_or_Pension, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_sources_of_personal_income_24_25_26_for_the_census_usually_resident_population_count_aged_15_years_and_over_Other_Sources_of_Income, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_sources_of_personal_income_24_25_26_for_the_census_usually_resident_population_count_aged_15_years_and_over_No_Source_of_Income_During_That_Time, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_sources_of_personal_income_24_25_26_for_the_census_usually_resident_population_count_aged_15_years_and_over_Total_people_Stated, Region,2006, Int64,0,0, false, true, false, false
x2006_Census_sources_of_personal_income_24_25_26_for_the_census_usually_resident_population_count_aged_15_years_and_over_Not_stated, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_sources_of_personal_income_24_25_26_for_the_census_usually_resident_population_count_aged_15_years_and_over_Total_people, Region,2006, Int64,0,0, false, true, false, false
x2013_Census_sources_of_personal_income_24_25_26_for_the_census_usually_resident_population_count_aged_15_years_and_over_Wages_Salary_Commissions_Bonuses_etc, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_sources_of_personal_income_24_25_26_for_the_census_usually_resident_population_count_aged_15_years_and_over_Self_employment_or_Business, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_sources_of_personal_income_24_25_26_for_the_census_usually_resident_population_count_aged_15_years_and_over_Interest_Dividends_Rent_Other_Invest_, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_sources_of_personal_income_24_25_26_for_the_census_usually_resident_population_count_aged_15_years_and_over_Payments_from_a_Work_Accident_Insurer, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_sources_of_personal_income_24_25_26_for_the_census_usually_resident_population_count_aged_15_years_and_over_NZ_Superannuation_or_Veterans_Pension, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_sources_of_personal_income_24_25_26_for_the_census_usually_resident_population_count_aged_15_years_and_over_Other_Super_Pensions_Annuities, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_sources_of_personal_income_24_25_26_for_the_census_usually_resident_population_count_aged_15_years_and_over_Unemployment_Benefit, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_sources_of_personal_income_24_25_26_for_the_census_usually_resident_population_count_aged_15_years_and_over_Sickness_Benefit, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_sources_of_personal_income_24_25_26_for_the_census_usually_resident_population_count_aged_15_years_and_over_Domestic_Purposes_Benefit, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_sources_of_personal_income_24_25_26_for_the_census_usually_resident_population_count_aged_15_years_and_over_Invalids_Benefit, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_sources_of_personal_income_24_25_26_for_the_census_usually_resident_population_count_aged_15_years_and_over_Student_Allowance, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_sources_of_personal_income_24_25_26_for_the_census_usually_resident_population_count_aged_15_years_and_over_Other_Govt_Benefits_Payments_or_Pension, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_sources_of_personal_income_24_25_26_for_the_census_usually_resident_population_count_aged_15_years_and_over_Other_Sources_of_Income, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_sources_of_personal_income_24_25_26_for_the_census_usually_resident_population_count_aged_15_years_and_over_No_Source_of_Income_During_That_Time, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_sources_of_personal_income_24_25_26_for_the_census_usually_resident_population_count_aged_15_years_and_over_Total_people_Stated, Region,2013, Int64,0,0, false, true, false, false
x2013_Census_sources_of_personal_income_24_25_26_for_the_census_usually_resident_population_count_aged_15_years_and_over_Not_stated, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_sources_of_personal_income_24_25_26_for_the_census_usually_resident_population_count_aged_15_years_and_over_Total_people, Region,2013, Int64,0,0, false, true, false, false
Code_2, Region, ode_, UTF8String,0,0, false, false, false, false
Description_2, Region, escr, UTF8String,0,0, false, false, false, false
x2001_Census_work_and_labour_force_status_2_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Employed_Full_time, Region,2001, Int64,0,0, false, false, false, false
x2001_Census_work_and_labour_force_status_2_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Employed_Part_time, Region,2001, Int64,0,0, false, false, false, false
x2001_Census_work_and_labour_force_status_2_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Unemployed, Region,2001, Int64,0,0, false, false, false, false
x2001_Census_work_and_labour_force_status_2_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Not_in_the_Labour_Force, Region,2001, Int64,0,0, false, false, false, false
x2001_Census_work_and_labour_force_status_2_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_stated, Region,2001, Int64,0,0, false, true, false, false
x2001_Census_work_and_labour_force_status_2_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Work_and_Labour_Force_Status_Unidentifiable, Region,2001, Int64,0,0, false, false, false, false
x2001_Census_work_and_labour_force_status_2_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people, Region,2001, Int64,0,0, false, true, false, false
x2006_Census_work_and_labour_force_status_2_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Employed_Full_time, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_work_and_labour_force_status_2_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Employed_Part_time, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_work_and_labour_force_status_2_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Unemployed, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_work_and_labour_force_status_2_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Not_in_the_Labour_Force, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_work_and_labour_force_status_2_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_stated, Region,2006, Int64,0,0, false, true, false, false
x2006_Census_work_and_labour_force_status_2_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Work_and_Labour_Force_Status_Unidentifiable, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_work_and_labour_force_status_2_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people, Region,2006, Int64,0,0, false, true, false, false
x2013_Census_work_and_labour_force_status_2_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Employed_Full_time, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_work_and_labour_force_status_2_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Employed_Part_time, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_work_and_labour_force_status_2_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Unemployed, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_work_and_labour_force_status_2_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Not_in_the_Labour_Force, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_work_and_labour_force_status_2_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_stated, Region,2013, Int64,0,0, false, true, false, false
x2013_Census_work_and_labour_force_status_2_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Work_and_Labour_Force_Status_Unidentifiable, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_work_and_labour_force_status_2_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people, Region,2013, Int64,0,0, false, true, false, false
x2001_Census_status_in_employment_3_4_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Paid_Employee, Region,2001, Int64,0,0, false, false, false, false
x2001_Census_status_in_employment_3_4_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Employer, Region,2001, Int64,0,0, false, false, false, false
x2001_Census_status_in_employment_3_4_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Self_Employed_and_Without_Employees, Region,2001, Int64,0,0, false, false, false, false
x2001_Census_status_in_employment_3_4_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Unpaid_Family_Worker, Region,2001, Int64,0,0, false, false, false, true
x2001_Census_status_in_employment_3_4_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_stated, Region,2001, Int64,0,0, false, true, false, false
x2001_Census_status_in_employment_3_4_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Not_Stated, Region,2001, Int64,0,0, false, false, false, false
x2001_Census_status_in_employment_3_4_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people, Region,2001, Int64,0,0, false, true, false, false
x2006_Census_status_in_employment_3_4_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Paid_Employee, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_status_in_employment_3_4_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Employer, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_status_in_employment_3_4_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Self_Employed_and_Without_Employees, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_status_in_employment_3_4_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Unpaid_Family_Worker, Region,2006, Int64,0,0, false, false, false, true
x2006_Census_status_in_employment_3_4_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_stated, Region,2006, Int64,0,0, false, true, false, false
x2006_Census_status_in_employment_3_4_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Not_Elsewhere_Included_5_, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_status_in_employment_3_4_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people, Region,2006, Int64,0,0, false, true, false, false
x2013_Census_status_in_employment_3_4_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Paid_Employee, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_status_in_employment_3_4_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Employer, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_status_in_employment_3_4_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Self_Employed_and_Without_Employees, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_status_in_employment_3_4_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Unpaid_Family_Worker, Region,2013, Int64,0,0, false, false, false, true
x2013_Census_status_in_employment_3_4_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_stated, Region,2013, Int64,0,0, false, true, false, false
x2013_Census_status_in_employment_3_4_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Not_Elsewhere_Included_5_, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_status_in_employment_3_4_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people, Region,2013, Int64,0,0, false, true, false, false
x2006_Census_occupation_ANZSCO_major_group_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Managers, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_ANZSCO_major_group_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Professionals, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_ANZSCO_major_group_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Technicians_and_Trades_Workers, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_ANZSCO_major_group_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Community_and_Personal_Service_Workers, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_ANZSCO_major_group_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Clerical_and_Administrative_Workers, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_ANZSCO_major_group_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Sales_Workers, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_ANZSCO_major_group_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Machinery_Operators_and_Drivers, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_ANZSCO_major_group_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Labourers, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_ANZSCO_major_group_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_stated, Region,2006, Int64,0,0, false, true, false, false
x2006_Census_occupation_ANZSCO_major_group_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Not_Elsewhere_Included_8_, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_ANZSCO_major_group_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people, Region,2006, Int64,0,0, false, true, false, false
x2013_Census_occupation_ANZSCO_major_group_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Managers, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_ANZSCO_major_group_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Professionals, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_ANZSCO_major_group_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Technicians_and_Trades_Workers, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_ANZSCO_major_group_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Community_and_Personal_Service_Workers, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_ANZSCO_major_group_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Clerical_and_Administrative_Workers, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_ANZSCO_major_group_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Sales_Workers, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_ANZSCO_major_group_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Machinery_Operators_and_Drivers, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_ANZSCO_major_group_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Labourers, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_ANZSCO_major_group_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_stated, Region,2013, Int64,0,0, false, true, false, false
x2013_Census_occupation_ANZSCO_major_group_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Not_Elsewhere_Included_8_, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_ANZSCO_major_group_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people, Region,2013, Int64,0,0, false, true, false, false
x2006_Census_occupation_ANZSCO_major_group_6_7_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Managers, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_ANZSCO_major_group_6_7_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Professionals, Region,2006, Int64,0,0, false, false, false, false
