index,field,geography,year,dataType,nMissing,fractionMissing,isMedian,isTotal,isHousehold,isFamily,min,mean,max
801,x2006_Census_industry_ANZSIC96_division_18_19_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Property_and_Business_Services,Region,2006,Int64,0,0,false,false,false,false,30,13625.2941176471,95394
802,x2006_Census_industry_ANZSIC96_division_18_19_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Government_Administration_and_Defence,Region,2006,Int64,0,0,false,false,false,false,9,3573.705882353,20547
803,x2006_Census_industry_ANZSIC96_division_18_19_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Education,Region,2006,Int64,0,0,false,false,false,false,21,7779.5294117647,41559
804,x2006_Census_industry_ANZSIC96_division_18_19_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Health_and_Community_Services,Region,2006,Int64,0,0,false,false,false,false,18,8591.8235294118,40872
805,x2006_Census_industry_ANZSIC96_division_18_19_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Cultural_and_Recreational_Services,Region,2006,Int64,0,0,false,false,false,false,21,2746.2352941177,17310
806,x2006_Census_industry_ANZSIC96_division_18_19_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Personal_and_Other_Services,Region,2006,Int64,0,0,false,false,false,false,6,3924.8823529412,20760
807,x2006_Census_industry_ANZSIC96_division_18_19_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_stated,Region,2006,Int64,0,0,false,true,false,false,309,97696.9411764706,533073
808,x2006_Census_industry_ANZSIC96_division_18_19_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Not_Elsewhere_Included_20_,Region,2006,Int64,0,0,false,false,false,false,6,1902,10944
809,x2006_Census_industry_ANZSIC96_division_18_19_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people,Region,2006,Int64,0,0,false,true,false,false,318,99598.7647058823,544017
810,x2013_Census_industry_ANZSIC96_division_18_19_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Agriculture_Forestry_and_Fishing,Region,2013,Int64,0,0,false,false,false,false,111,7158.5294117647,20964
811,x2013_Census_industry_ANZSIC96_division_18_19_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Mining,Region,2013,Int64,0,0,false,false,false,false,9,304.4117647059,1155
812,x2013_Census_industry_ANZSIC96_division_18_19_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Manufacturing,Region,2013,Int64,0,0,false,false,false,false,33,10921.7647058824,62049
813,x2013_Census_industry_ANZSIC96_division_18_19_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Electricity_Gas_and_Water_Supply,Region,2013,Int64,0,0,false,false,false,false,3,519.7058823529,1902
814,x2013_Census_industry_ANZSIC96_division_18_19_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Construction,Region,2013,Int64,0,0,false,false,false,false,30,7072.0588235294,34575
815,x2013_Census_industry_ANZSIC96_division_18_19_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Wholesale_Trade,Region,2013,Int64,0,0,false,false,false,false,3,5924.8235294118,46299
816,x2013_Census_industry_ANZSIC96_division_18_19_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Retail_Trade,Region,2013,Int64,0,0,false,false,false,false,18,12955.9411764706,71436
817,x2013_Census_industry_ANZSIC96_division_18_19_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Accommodation_Cafes_and_Restaurants,Region,2013,Int64,0,0,false,false,false,false,33,5246.2941176471,26388
818,x2013_Census_industry_ANZSIC96_division_18_19_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Transport_and_Storage,Region,2013,Int64,0,0,false,false,false,false,21,3857.1176470588,25269
819,x2013_Census_industry_ANZSIC96_division_18_19_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Communication_Services,Region,2013,Int64,0,0,false,false,false,false,3,1298.4705882353,9768
820,x2013_Census_industry_ANZSIC96_division_18_19_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Finance_and_Insurance,Region,2013,Int64,0,0,false,false,false,false,6,3923.1176470588,32271
821,x2013_Census_industry_ANZSIC96_division_18_19_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Property_and_Business_Services,Region,2013,Int64,0,0,false,false,false,false,27,14655.8823529412,104868
822,x2013_Census_industry_ANZSIC96_division_18_19_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Government_Administration_and_Defence,Region,2013,Int64,0,0,false,false,false,false,18,4390.7647058824,25104
823,x2013_Census_industry_ANZSIC96_division_18_19_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Education,Region,2013,Int64,0,0,false,false,false,false,21,8845.9411764706,48102
824,x2013_Census_industry_ANZSIC96_division_18_19_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Health_and_Community_Services,Region,2013,Int64,0,0,false,false,false,false,18,10900.7647058824,54840
825,x2013_Census_industry_ANZSIC96_division_18_19_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Cultural_and_Recreational_Services,Region,2013,Int64,0,0,false,false,false,false,15,3069,20202
826,x2013_Census_industry_ANZSIC96_division_18_19_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Personal_and_Other_Services,Region,2013,Int64,0,0,false,false,false,false,6,4562.1176470588,25092
827,x2013_Census_industry_ANZSIC96_division_18_19_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_stated,Region,2013,Int64,0,0,false,true,false,false,375,105608.470588235,588171
828,x2013_Census_industry_ANZSIC96_division_18_19_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Not_Elsewhere_Included_20_,Region,2013,Int64,0,0,false,false,false,false,12,1375.9411764706,8142
829,x2013_Census_industry_ANZSIC96_division_18_19_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people,Region,2013,Int64,0,0,false,true,false,false,384,106984.058823529,596313
830,Code_3,Region,ode_,UTF8String,0,0,false,false,false,false,N/A,N/A,N/A
831,Description_3,Region,escr,UTF8String,0,0,false,false,false,false,N/A,N/A,N/A
832,x2001_Census_hours_worked_in_employment_per_week_2_3_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_1_9_Hours_Worked,Region,2001,Int64,0,0,false,false,false,false,21,5761.5882352941,26364
833,x2001_Census_hours_worked_in_employment_per_week_2_3_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_10_19_Hours_Worked,Region,2001,Int64,0,0,false,false,false,false,21,7751.2941176471,36249
834,x2001_Census_hours_worked_in_employment_per_week_2_3_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_20_29_Hours_Worked,Region,2001,Int64,0,0,false,false,false,false,33,7984.2352941177,38490
835,x2001_Census_hours_worked_in_employment_per_week_2_3_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_30_39_Hours_Worked,Region,2001,Int64,0,0,false,false,false,false,39,11378.6470588235,56976
836,x2001_Census_hours_worked_in_employment_per_week_2_3_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_40_49_Hours_Worked,Region,2001,Int64,0,0,false,false,false,false,93,38649.8823529412,224448
837,x2001_Census_hours_worked_in_employment_per_week_2_3_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_50_59_Hours_Worked,Region,2001,Int64,0,0,false,false,false,false,39,12471.3529411765,68715
838,x2001_Census_hours_worked_in_employment_per_week_2_3_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_60_Hours_or_More_Worked,Region,2001,Int64,0,0,false,false,false,false,72,11360.1176470588,48591
839,x2001_Census_hours_worked_in_employment_per_week_2_3_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_stated,Region,2001,Int64,0,0,false,true,false,false,312,95356.7647058824,499830
840,x2001_Census_hours_worked_in_employment_per_week_2_3_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Not_Elsewhere_Included_4_,Region,2001,Int64,0,0,false,false,false,false,69,6247.2352941177,34731
841,x2001_Census_hours_worked_in_employment_per_week_2_3_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people,Region,2001,Int64,0,0,false,true,false,false,381,101603.823529412,534561
842,x2006_Census_hours_worked_in_employment_per_week_2_3_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_1_9_Hours_Worked,Region,2006,Int64,0,0,false,false,false,false,12,5815.0588235294,29091
843,x2006_Census_hours_worked_in_employment_per_week_2_3_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_10_19_Hours_Worked,Region,2006,Int64,0,0,false,false,false,false,30,8340.8823529412,40647
844,x2006_Census_hours_worked_in_employment_per_week_2_3_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_20_29_Hours_Worked,Region,2006,Int64,0,0,false,false,false,false,27,9559.9411764706,47769
845,x2006_Census_hours_worked_in_employment_per_week_2_3_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_30_39_Hours_Worked,Region,2006,Int64,0,0,false,false,false,false,39,13798.4117647059,68868
846,x2006_Census_hours_worked_in_employment_per_week_2_3_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_40_49_Hours_Worked,Region,2006,Int64,0,0,false,false,false,false,120,45829.2352941177,268563
847,x2006_Census_hours_worked_in_employment_per_week_2_3_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_50_59_Hours_Worked,Region,2006,Int64,0,0,false,false,false,false,36,13390.9411764706,73599
848,x2006_Census_hours_worked_in_employment_per_week_2_3_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_60_Hours_or_More_Worked,Region,2006,Int64,0,0,false,false,false,false,57,11058.3529411765,50589
849,x2006_Census_hours_worked_in_employment_per_week_2_3_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_stated,Region,2006,Int64,0,0,false,true,false,false,321,107793.882352941,579126
850,x2006_Census_hours_worked_in_employment_per_week_2_3_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Not_Elsewhere_Included_4_,Region,2006,Int64,0,0,false,false,false,false,48,9017.1176470588,49728
851,x2006_Census_hours_worked_in_employment_per_week_2_3_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people,Region,2006,Int64,0,0,false,true,false,false,369,116810.294117647,628851
852,x2013_Census_hours_worked_in_employment_per_week_2_3_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_1_9_Hours_Worked,Region,2013,Int64,0,0,false,false,false,false,15,6072,31452
853,x2013_Census_hours_worked_in_employment_per_week_2_3_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_10_19_Hours_Worked,Region,2013,Int64,0,0,false,false,false,false,15,8324.6470588235,41250
854,x2013_Census_hours_worked_in_employment_per_week_2_3_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_20_29_Hours_Worked,Region,2013,Int64,0,0,false,false,false,false,27,10664.2941176471,54150
855,x2013_Census_hours_worked_in_employment_per_week_2_3_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_30_39_Hours_Worked,Region,2013,Int64,0,0,false,false,false,false,48,16116.1764705882,83535
856,x2013_Census_hours_worked_in_employment_per_week_2_3_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_40_49_Hours_Worked,Region,2013,Int64,0,0,false,false,false,false,87,48956.8235294118,297789
857,x2013_Census_hours_worked_in_employment_per_week_2_3_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_50_59_Hours_Worked,Region,2013,Int64,0,0,false,false,false,false,48,12727.4117647059,69168
858,x2013_Census_hours_worked_in_employment_per_week_2_3_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_60_Hours_or_More_Worked,Region,2013,Int64,0,0,false,false,false,false,57,9539.6470588235,41898
859,x2013_Census_hours_worked_in_employment_per_week_2_3_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_stated,Region,2013,Int64,0,0,false,true,false,false,300,112400.823529412,619239
860,x2013_Census_hours_worked_in_employment_per_week_2_3_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Not_Elsewhere_Included_4_,Region,2013,Int64,0,0,false,false,false,false,48,5305.9411764706,31371
861,x2013_Census_hours_worked_in_employment_per_week_2_3_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people,Region,2013,Int64,0,0,false,true,false,false,348,117705.882352941,650613
862,x2001_Census_main_means_of_travel_to_work_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Worked_at_Home,Region,2001,Int64,0,0,false,false,false,false,63,9807.8823529412,37593
863,x2001_Census_main_means_of_travel_to_work_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Did_Not_Go_to_Work_Today,Region,2001,Int64,0,0,false,false,false,false,75,11504.8235294118,57252
864,x2001_Census_main_means_of_travel_to_work_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Drove_a_Private_Car_Truck_or_Van,Region,2001,Int64,0,0,false,false,false,false,96,48939.8823529412,278298
865,x2001_Census_main_means_of_travel_to_work_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Drove_a_Company_Car_Truck_or_Van,Region,2001,Int64,0,0,false,false,false,false,36,9686.6470588235,56463
866,x2001_Census_main_means_of_travel_to_work_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Passenger_in_a_Car_Truck_Van_or_Company_Bus,Region,2001,Int64,0,0,false,false,false,false,15,4506.5294117647,24060
867,x2001_Census_main_means_of_travel_to_work_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Public_Bus,Region,2001,Int64,0,0,false,false,false,false,0,3069,26349
868,x2001_Census_main_means_of_travel_to_work_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Train,Region,2001,Int64,0,0,false,false,false,false,0,888.7058823529,11868
869,x2001_Census_main_means_of_travel_to_work_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Motor_Cycle_or_Power_Cycle,Region,2001,Int64,0,0,false,false,false,false,9,1018.2352941177,2961
870,x2001_Census_main_means_of_travel_to_work_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Bicycle,Region,2001,Int64,0,0,false,false,false,false,3,2391.705882353,10824
871,x2001_Census_main_means_of_travel_to_work_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Walked_or_Jogged,Region,2001,Int64,0,0,false,false,false,false,48,5443.9411764706,18762
872,x2001_Census_main_means_of_travel_to_work_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Other,Region,2001,Int64,0,0,false,false,false,false,6,742.5882352941,5382
873,x2001_Census_main_means_of_travel_to_work_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_stated,Region,2001,Int64,0,0,false,true,false,false,339,97999.0588235294,513888
874,x2001_Census_main_means_of_travel_to_work_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Not_Elsewhere_Included_5_,Region,2001,Int64,0,0,false,false,false,false,39,3605.4705882353,20676
875,x2001_Census_main_means_of_travel_to_work_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people,Region,2001,Int64,0,0,false,true,false,false,381,101604.176470588,534561
876,x2006_Census_main_means_of_travel_to_work_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Worked_at_Home,Region,2006,Int64,0,0,false,false,false,false,48,9645.5294117647,40950
877,x2006_Census_main_means_of_travel_to_work_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Did_Not_Go_to_Work_Today,Region,2006,Int64,0,0,false,false,false,false,54,11992.7647058824,59955
878,x2006_Census_main_means_of_travel_to_work_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Drove_a_Private_Car_Truck_or_Van,Region,2006,Int64,0,0,false,false,false,false,129,55969.5882352941,325464
879,x2006_Census_main_means_of_travel_to_work_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Drove_a_Company_Car_Truck_or_Van,Region,2006,Int64,0,0,false,false,false,false,21,12483.3529411765,68910
880,x2006_Census_main_means_of_travel_to_work_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Passenger_in_a_Car_Truck_Van_or_Company_Bus,Region,2006,Int64,0,0,false,false,false,false,12,5357.4705882353,28674
881,x2006_Census_main_means_of_travel_to_work_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Public_Bus,Region,2006,Int64,0,0,false,false,false,false,0,3498.3529411765,28566
882,x2006_Census_main_means_of_travel_to_work_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Train,Region,2006,Int64,0,0,false,false,false,false,0,1159.0588235294,13629
883,x2006_Census_main_means_of_travel_to_work_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Motor_Cycle_or_Power_Cycle,Region,2006,Int64,0,0,false,false,false,false,12,1158.5294117647,3312
884,x2006_Census_main_means_of_travel_to_work_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Bicycle,Region,2006,Int64,0,0,false,false,false,false,3,2240.4705882353,11043
885,x2006_Census_main_means_of_travel_to_work_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Walked_or_Jogged,Region,2006,Int64,0,0,false,false,false,false,42,6203.2941176471,24060
886,x2006_Census_main_means_of_travel_to_work_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Other,Region,2006,Int64,0,0,false,false,false,false,6,855.1764705882,6201
887,x2006_Census_main_means_of_travel_to_work_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_stated,Region,2006,Int64,0,0,false,true,false,false,324,110563.764705882,596577
888,x2006_Census_main_means_of_travel_to_work_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Not_Elsewhere_Included_5_,Region,2006,Int64,0,0,false,false,false,false,45,6246.3529411765,32274
889,x2006_Census_main_means_of_travel_to_work_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people,Region,2006,Int64,0,0,false,true,false,false,369,116810.647058824,628851
890,x2013_Census_main_means_of_travel_to_work_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Worked_at_Home,Region,2013,Int64,0,0,false,false,false,false,48,9980.8235294118,44253
891,x2013_Census_main_means_of_travel_to_work_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Did_Not_Go_to_Work_Today,Region,2013,Int64,0,0,false,false,false,false,57,12185.1176470588,61827
892,x2013_Census_main_means_of_travel_to_work_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Drove_a_Private_Car_Truck_or_Van,Region,2013,Int64,0,0,false,false,false,false,114,57160.5882352941,340299
893,x2013_Census_main_means_of_travel_to_work_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Drove_a_Company_Car_Truck_or_Van,Region,2013,Int64,0,0,false,false,false,false,30,12788.2941176471,65481
894,x2013_Census_main_means_of_travel_to_work_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Passenger_in_a_Car_Truck_Van_or_Company_Bus,Region,2013,Int64,0,0,false,false,false,false,6,4496.1176470588,24510
895,x2013_Census_main_means_of_travel_to_work_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Public_Bus,Region,2013,Int64,0,0,false,false,false,false,0,3787.4117647059,33933
896,x2013_Census_main_means_of_travel_to_work_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Train,Region,2013,Int64,0,0,false,false,false,false,0,1449.1764705882,14643
897,x2013_Census_main_means_of_travel_to_work_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Motor_Cycle_or_Power_Cycle,Region,2013,Int64,0,0,false,false,false,false,18,1541.8235294118,5496
898,x2013_Census_main_means_of_travel_to_work_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Bicycle,Region,2013,Int64,0,0,false,false,false,false,3,2599.0588235294,11907
899,x2013_Census_main_means_of_travel_to_work_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Walked_or_Jogged,Region,2013,Int64,0,0,false,false,false,false,33,6242.1176470588,26529
900,x2013_Census_main_means_of_travel_to_work_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Other,Region,2013,Int64,0,0,false,false,false,false,3,1078.7647058824,7989
901,x2013_Census_main_means_of_travel_to_work_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_stated,Region,2013,Int64,0,0,false,true,false,false,312,113308.941176471,626121
902,x2013_Census_main_means_of_travel_to_work_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Not_Elsewhere_Included_5_,Region,2013,Int64,0,0,false,false,false,false,39,4398,24492
903,x2013_Census_main_means_of_travel_to_work_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people,Region,2013,Int64,0,0,false,true,false,false,348,117706.411764706,650613
904,x2001_Census_main_means_of_travel_to_work_for_workplace_address_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Worked_at_Home,Region,2001,Int64,0,0,false,false,false,false,57,9363.8823529412,35910
905,x2001_Census_main_means_of_travel_to_work_for_workplace_address_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Did_Not_Go_to_Work_Today,Region,2001,Int64,0,0,false,false,false,false,51,10017.7058823529,50361
906,x2001_Census_main_means_of_travel_to_work_for_workplace_address_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Drove_a_Private_Car_Truck_or_Van,Region,2001,Int64,0,0,false,false,false,false,81,43658.1176470588,251721
907,x2001_Census_main_means_of_travel_to_work_for_workplace_address_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Drove_a_Company_Car_Truck_or_Van,Region,2001,Int64,0,0,false,false,false,false,27,8190.705882353,49731
908,x2001_Census_main_means_of_travel_to_work_for_workplace_address_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Passenger_in_a_Car_Truck_Van_or_Company_Bus,Region,2001,Int64,0,0,false,false,false,false,9,3844.0588235294,20937
909,x2001_Census_main_means_of_travel_to_work_for_workplace_address_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Public_Bus,Region,2001,Int64,0,0,false,false,false,false,0,2738.4705882353,23310
910,x2001_Census_main_means_of_travel_to_work_for_workplace_address_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Train,Region,2001,Int64,0,0,false,false,false,false,0,817.9411764706,11223
911,x2001_Census_main_means_of_travel_to_work_for_workplace_address_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Motor_Cycle_or_Power_Cycle,Region,2001,Int64,0,0,false,false,false,false,6,914.6470588235,2646
912,x2001_Census_main_means_of_travel_to_work_for_workplace_address_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Bicycle,Region,2001,Int64,0,0,false,false,false,false,3,2136.3529411765,9660
913,x2001_Census_main_means_of_travel_to_work_for_workplace_address_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Walked_or_Jogged,Region,2001,Int64,0,0,false,false,false,false,42,4889.8235294118,16695
914,x2001_Census_main_means_of_travel_to_work_for_workplace_address_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Other,Region,2001,Int64,0,0,false,false,false,false,6,604.7647058824,4518
915,x2001_Census_main_means_of_travel_to_work_for_workplace_address_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_stated,Region,2001,Int64,0,0,false,true,false,false,279,87177,461868
916,x2001_Census_main_means_of_travel_to_work_for_workplace_address_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Not_Elsewhere_Included_5_,Region,2001,Int64,0,0,false,false,false,false,9,1209,6621
917,x2001_Census_main_means_of_travel_to_work_for_workplace_address_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people,Region,2001,Int64,0,0,false,true,false,false,291,88386.1764705882,468489
918,x2006_Census_main_means_of_travel_to_work_for_workplace_address_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Worked_at_Home,Region,2006,Int64,0,0,false,false,false,false,45,9093.5294117647,38691
919,x2006_Census_main_means_of_travel_to_work_for_workplace_address_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Did_Not_Go_to_Work_Today,Region,2006,Int64,0,0,false,false,false,false,33,10232.2941176471,51606
920,x2006_Census_main_means_of_travel_to_work_for_workplace_address_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Drove_a_Private_Car_Truck_or_Van,Region,2006,Int64,0,0,false,false,false,false,123,49449.1764705882,291420
921,x2006_Census_main_means_of_travel_to_work_for_workplace_address_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Drove_a_Company_Car_Truck_or_Van,Region,2006,Int64,0,0,false,false,false,false,21,9958.5882352941,57078
922,x2006_Census_main_means_of_travel_to_work_for_workplace_address_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Passenger_in_a_Car_Truck_Van_or_Company_Bus,Region,2006,Int64,0,0,false,false,false,false,9,4422.8823529412,24423
923,x2006_Census_main_means_of_travel_to_work_for_workplace_address_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Public_Bus,Region,2006,Int64,0,0,false,false,false,false,0,3157.4117647059,25734
924,x2006_Census_main_means_of_travel_to_work_for_workplace_address_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Train,Region,2006,Int64,0,0,false,false,false,false,0,1074,12783
925,x2006_Census_main_means_of_travel_to_work_for_workplace_address_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Motor_Cycle_or_Power_Cycle,Region,2006,Int64,0,0,false,false,false,false,9,1027.0588235294,2907
926,x2006_Census_main_means_of_travel_to_work_for_workplace_address_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Bicycle,Region,2006,Int64,0,0,false,false,false,false,3,2005.4117647059,9966
927,x2006_Census_main_means_of_travel_to_work_for_workplace_address_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Walked_or_Jogged,Region,2006,Int64,0,0,false,false,false,false,39,5576.2941176471,21639
928,x2006_Census_main_means_of_travel_to_work_for_workplace_address_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Other,Region,2006,Int64,0,0,false,false,false,false,6,683.1176470588,5166
929,x2006_Census_main_means_of_travel_to_work_for_workplace_address_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_stated,Region,2006,Int64,0,0,false,true,false,false,291,96680.6470588235,528360
930,x2006_Census_main_means_of_travel_to_work_for_workplace_address_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Not_Elsewhere_Included_5_,Region,2006,Int64,0,0,false,false,false,false,24,2918.2941176471,15657
